payment_id,customer_id,payment_date,amount,payment_method
3671,444,2023-07-26,317.68,bank
3672,1661,2024-10-02,613.66,cash
3673,1492,2024-09-02,617.68,bank
3674,3834,2024-04-30,253.88,mobile
3675,1865,2025-05-13,208.89,card
3676,303,2023-09-28,492.62,cash
3677,3258,2024-02-17,148.63,cash
3678,3421,2024-10-14,659.98,bank
3679,3682,2024-08-20,657.71,mobile
3680,4174,2023-09-22,179.46,cash
3681,3920,2023-09-03,435.5,mobile
3682,1587,2023-11-06,582.02,cash
3683,2832,2024-02-13,601.77,bank
3684,1454,2023-09-09,274.66,bank
3685,2071,2023-07-24,701.82,card
3686,3708,2025-04-23,525.03,mobile
3687,3881,2024-08-19,803.3,cash
3688,2662,2025-03-11,954.86,cash
3689,801,2023-12-17,264.95,mobile
3690,2123,2023-07-11,853.83,card
3691,880,2023-07-16,625.11,mobile
3692,3523,2023-10-17,973.15,card
3693,2263,2025-01-30,27.51,mobile
3694,3694,2024-01-10,291.07,card
3695,3419,2024-07-11,57.72,mobile
3696,2181,2025-01-12,92.3,mobile
3697,701,2025-02-01,727.27,cash
3698,4736,2023-12-26,400.4,cash
3699,697,2024-07-20,968.53,card
3700,3109,2024-09-03,719.83,card
3701,1226,2024-07-18,293.65,card
3702,4802,2024-12-21,14.99,card
3703,1350,2023-10-30,712.91,mobile
3704,1365,2023-12-24,849.61,bank
3705,1327,2023-08-26,670.4,mobile
3706,141,2025-05-19,726.52,bank
3707,3498,2024-11-13,381.63,bank
3708,4656,2024-05-06,650.62,card
3709,4653,2025-04-03,596.44,cash
3710,3430,2023-07-14,855.58,bank
3711,4079,2024-03-31,377.51,bank
3712,3724,2024-07-25,564.58,mobile
3713,4802,2024-03-04,514.33,bank
3714,3142,2024-02-09,474.67,card
3715,4095,2023-09-17,396.76,mobile
3716,348,2024-01-11,609.0,card
3717,3430,2023-12-24,698.08,card
3718,3688,2025-02-01,207.25,cash
3719,2567,2024-11-22,78.49,mobile
3720,1754,2024-09-23,902.36,mobile
3721,2574,2023-11-15,625.61,mobile
3722,4312,2023-10-07,93.66,cash
3723,2549,2023-10-18,130.13,bank
3724,233,2024-12-01,512.94,card
3725,453,2023-08-17,371.96,cash
3726,1128,2025-06-05,286.28,mobile
3727,4904,2024-12-22,604.1,card
3728,79,2024-07-20,979.66,mobile
3729,2001,2023-11-28,788.04,bank
3730,3364,2024-04-04,202.45,card
3731,1044,2024-05-18,331.63,bank
3732,3986,2025-06-08,508.99,card
3733,2137,2023-12-23,595.23,cash
3734,2323,2023-10-10,49.83,card
3735,100,2024-04-14,32.38,bank
3736,102,2023-07-16,338.38,bank
3737,1918,2024-12-19,759.37,bank
3738,12,2025-01-04,710.76,card
3739,4329,2024-01-15,322.97,cash
3740,1016,2025-04-16,477.75,cash
3741,943,2023-07-29,988.24,bank
3742,1749,2024-07-29,112.41,cash
3743,1023,2024-12-23,520.92,cash
3744,3350,2024-05-04,552.64,cash
3745,1534,2023-12-26,794.41,bank
3746,549,2023-11-23,587.99,card
3747,3537,2024-07-04,69.76,mobile
3748,4898,2025-02-01,81.38,card
3749,4317,2025-05-08,754.48,card
3750,1339,2025-05-25,246.41,cash
3751,4980,2024-03-28,945.32,cash
3752,4192,2023-12-14,668.56,cash
3753,1935,2024-05-11,898.3,mobile
3754,2427,2024-01-15,470.59,mobile
3755,487,2025-04-23,465.65,card
3756,1558,2023-10-27,251.31,card
3757,3411,2023-10-04,802.96,mobile
3758,4847,2024-01-04,481.29,cash
3759,2240,2024-11-23,241.59,card
3760,2469,2023-11-30,717.33,mobile
3761,932,2024-10-11,84.27,mobile
3762,3925,2023-08-03,953.6,bank
3763,4534,2024-07-05,437.05,bank
3764,511,2024-07-16,455.63,bank
3765,3904,2024-09-13,794.03,mobile
3766,1628,2025-04-17,468.19,card
3767,4523,2023-10-26,335.88,bank
3768,3055,2025-01-18,349.78,cash
3769,2397,2024-09-10,623.73,mobile
3770,2629,2025-04-23,311.41,bank
3771,2304,2025-05-28,477.71,mobile
3772,301,2023-10-10,853.97,cash
3773,2529,2024-03-07,436.0,card
3774,2235,2023-09-23,28.37,cash
3775,1271,2024-08-08,21.73,bank
3776,4535,2025-06-17,556.45,card
3777,2131,2025-02-22,300.27,mobile
3778,1595,2023-09-20,369.14,cash
3779,4641,2024-04-23,22.91,bank
3780,1498,2024-02-26,650.39,card
3781,4312,2024-04-24,980.8,cash
3782,2849,2024-09-10,151.2,bank
3783,1797,2024-02-07,101.85,mobile
3784,3928,2025-02-15,195.86,bank
3785,270,2023-11-26,677.74,bank
3786,2457,2023-08-12,493.43,card
3787,3090,2025-03-31,885.87,mobile
3788,3237,2025-03-21,982.16,bank
3789,3017,2024-11-11,187.56,card
3790,2950,2025-05-01,838.55,bank
3791,958,2023-07-16,473.68,mobile
3792,4529,2023-07-09,738.49,cash
3793,4909,2024-03-21,297.67,card
3794,2361,2024-06-21,513.65,mobile
3795,1281,2023-09-24,884.49,cash
3796,1264,2025-05-02,511.19,bank
3797,113,2024-05-28,622.93,card
3798,2001,2023-12-16,877.76,card
3799,4629,2025-03-03,78.9,card
3800,2654,2025-01-13,302.37,cash
3801,3009,2023-11-09,501.76,cash
3802,2063,2025-02-15,37.82,bank
3803,4872,2025-04-03,587.72,cash
3804,3516,2023-11-25,848.19,mobile
3805,3633,2023-10-17,37.0,mobile
3806,4765,2024-10-13,23.13,bank
3807,4713,2024-11-02,491.62,mobile
3808,3108,2024-11-09,636.14,cash
3809,2330,2024-07-17,486.78,cash
3810,3127,2024-08-28,454.1,card
3811,2982,2025-04-20,263.63,card
3812,209,2025-05-01,411.68,cash
3813,2751,2025-01-31,588.64,card
3814,813,2023-07-31,553.16,bank
3815,2336,2024-12-07,193.98,cash
3816,1898,2024-11-14,602.77,mobile
3817,655,2024-01-09,51.67,mobile
3818,2472,2023-12-26,486.85,card
3819,1889,2025-03-29,708.22,card
3820,3668,2025-06-02,437.41,cash
3821,1475,2024-11-27,702.32,card
3822,248,2023-11-28,872.95,bank
3823,2833,2025-05-13,910.56,bank
3824,4581,2023-09-02,490.66,mobile
3825,2159,2025-02-26,418.12,bank
3826,2205,2024-02-22,45.88,mobile
3827,2328,2025-03-26,604.74,card
3828,2116,2023-12-16,394.58,cash
3829,2371,2024-05-24,222.23,mobile
3830,2553,2024-12-31,998.1,cash
3831,40,2025-03-29,277.24,bank
3832,884,2024-08-28,721.1,bank
3833,4986,2025-01-24,484.61,card
3834,1793,2024-06-18,635.43,card
3835,678,2024-05-13,215.56,bank
3836,2635,2024-03-13,825.52,card
3837,4816,2024-07-23,894.57,bank
3838,4334,2024-09-07,349.27,mobile
3839,941,2025-01-06,902.38,bank
3840,3638,2024-02-14,183.18,cash
3841,2569,2023-08-26,61.21,card
3842,3712,2024-02-22,766.85,card
3843,4120,2024-12-05,941.98,bank
3844,695,2023-08-10,371.71,bank
3845,2302,2023-08-24,202.71,cash
3846,766,2024-11-10,739.67,mobile
3847,3685,2025-05-27,650.86,card
3848,190,2024-06-14,511.12,cash
3849,1660,2025-04-30,521.72,card
3850,3079,2024-09-29,581.31,card
3851,1406,2023-10-14,572.06,mobile
3852,1184,2023-06-29,407.73,cash
3853,3260,2024-05-06,115.4,card
3854,4828,2025-05-24,183.92,cash
3855,3581,2023-12-01,890.49,mobile
3856,3920,2024-11-08,940.2,mobile
3857,1102,2025-02-24,236.56,card
3858,2704,2024-01-30,799.92,mobile
3859,2419,2024-09-21,268.59,bank
3860,4797,2024-08-28,565.76,bank
3861,1131,2023-12-03,310.15,mobile
3862,3718,2024-11-06,338.96,cash
3863,3086,2024-05-29,126.79,cash
3864,263,2023-09-10,250.4,cash
3865,2895,2024-09-03,844.36,mobile
3866,1728,2024-03-14,130.69,mobile
3867,3833,2023-08-07,976.42,bank
3868,3256,2025-02-22,44.26,bank
3869,2742,2025-05-28,281.33,card
3870,3894,2023-09-10,587.72,cash
3871,4055,2023-07-18,975.34,bank
3872,2562,2023-06-21,752.67,bank
3873,1472,2024-04-29,764.04,card
3874,1757,2023-07-08,555.0,cash
3875,881,2024-09-22,601.4,cash
3876,1544,2024-08-10,669.27,cash
3877,3871,2024-07-02,12.9,card
3878,1221,2023-11-30,65.42,card
3879,3121,2024-02-08,86.09,mobile
3880,4373,2024-06-22,67.51,bank
3881,4799,2023-08-16,683.89,mobile
3882,60,2024-08-12,536.88,bank
3883,534,2025-05-17,360.01,card
3884,4342,2025-05-09,825.63,mobile
3885,1179,2023-10-31,162.62,card
3886,110,2023-09-22,798.94,mobile
3887,4172,2025-02-04,849.95,mobile
3888,3734,2024-11-08,778.28,mobile
3889,3316,2025-04-01,807.54,bank
3890,4220,2024-11-30,458.53,card
3891,2881,2024-06-06,591.59,bank
3892,878,2024-05-25,526.4,bank
3893,425,2024-03-22,195.47,card
3894,1621,2024-11-04,66.13,bank
3895,4668,2025-01-15,363.47,cash
3896,2200,2025-01-23,173.16,cash
3897,2523,2024-10-21,700.44,mobile
3898,4051,2024-07-10,889.65,bank
3899,662,2024-06-23,716.44,bank
3900,1922,2025-06-05,256.35,card
3901,2467,2024-11-26,582.32,card
3902,4502,2023-10-07,701.57,mobile
3903,1728,2025-06-16,635.05,mobile
3904,2079,2023-10-28,265.47,cash
3905,923,2024-07-24,73.28,card
3906,4363,2024-03-04,235.46,cash
3907,2748,2023-08-05,960.54,mobile
3908,1591,2024-04-13,997.17,card
3909,810,2024-11-10,739.54,mobile
3910,2133,2024-03-30,486.99,bank
3911,4564,2023-10-27,459.67,card
3912,145,2023-08-01,528.58,bank
3913,4177,2023-09-13,881.1,mobile
3914,1442,2024-06-05,855.99,mobile
3915,913,2024-02-03,447.51,mobile
3916,2186,2024-08-27,213.51,bank
3917,3842,2024-06-08,777.62,mobile
3918,56,2024-04-22,253.96,cash
3919,3134,2024-05-09,436.07,mobile
3920,4208,2025-01-13,406.31,cash
3921,2628,2023-08-14,929.6,mobile
3922,3737,2024-09-13,941.3,mobile
3923,1180,2023-10-19,509.36,cash
3924,1467,2024-05-09,971.53,cash
3925,24,2025-04-01,19.42,bank
3926,3625,2024-04-27,760.57,mobile
3927,2307,2023-10-17,35.75,card
3928,909,2023-12-24,918.86,bank
3929,2031,2024-11-13,530.43,bank
3930,202,2023-12-01,497.49,cash
3931,3869,2023-11-06,593.12,mobile
3932,3662,2023-11-04,194.08,card
3933,3412,2024-09-15,663.37,cash
3934,3549,2024-10-05,320.75,card
3935,751,2024-09-16,600.66,mobile
3936,2161,2024-02-28,519.04,card
3937,2779,2024-07-28,283.81,card
3938,1784,2024-05-20,460.26,bank
3939,4336,2024-07-30,936.72,bank
3940,4873,2023-09-16,972.06,bank
3941,1934,2024-02-06,803.79,mobile
3942,4182,2023-11-15,865.09,mobile
3943,1757,2024-09-24,460.74,bank
3944,4699,2025-02-09,528.18,mobile
3945,2488,2024-09-07,519.78,mobile
3946,3056,2024-04-21,940.77,card
3947,3165,2023-10-07,375.73,mobile
3948,1278,2024-06-15,963.93,bank
3949,2397,2023-07-31,421.74,bank
3950,420,2023-06-20,381.04,bank
3951,3126,2024-08-23,191.0,mobile
3952,1983,2024-06-22,349.12,card
3953,3945,2024-08-13,715.9,mobile
3954,3473,2025-03-09,215.68,mobile
3955,4707,2024-06-12,649.96,mobile
3956,734,2024-10-16,649.18,bank
3957,2725,2024-07-07,613.59,bank
3958,2868,2024-07-03,691.57,card
3959,518,2025-06-02,820.2,mobile
3960,4752,2023-07-06,850.53,cash
3961,33,2023-09-08,592.19,bank
3962,3601,2025-03-18,642.22,card
3963,2370,2024-11-07,46.6,cash
3964,3088,2024-03-04,233.2,card
3965,1188,2024-06-05,609.33,bank
3966,326,2025-03-24,654.1,bank
3967,2571,2024-08-09,449.22,mobile
3968,767,2024-01-28,207.3,card
3969,2764,2024-02-16,876.01,bank
3970,15,2024-06-04,99.29,bank
3971,3621,2024-01-02,750.61,cash
3972,354,2023-12-20,914.78,card
3973,1228,2024-12-11,811.19,cash
3974,3098,2025-05-14,936.2,card
3975,1816,2023-08-26,890.28,bank
3976,3919,2024-05-06,101.53,card
3977,1225,2023-09-27,82.37,cash
3978,57,2024-07-13,505.25,cash
3979,1267,2024-03-31,501.19,mobile
3980,1453,2025-06-01,968.65,cash
3981,1245,2024-10-26,510.32,bank
3982,1287,2023-08-30,651.38,cash
3983,3950,2023-10-28,177.02,bank
3984,703,2023-07-29,32.75,cash
3985,619,2024-10-22,520.8,card
3986,1095,2023-06-28,941.14,card
3987,3731,2023-12-07,732.91,card
3988,3254,2024-10-04,931.5,card
3989,2071,2024-12-10,992.56,card
3990,336,2023-12-13,751.34,mobile
3991,134,2025-02-05,909.52,cash
3992,1374,2024-10-17,11.03,cash
3993,915,2024-11-23,151.25,cash
3994,4222,2024-02-01,560.9,cash
3995,2045,2023-12-18,910.88,mobile
3996,1622,2024-03-14,274.12,bank
3997,3369,2023-08-25,409.08,bank
3998,958,2024-11-21,307.76,cash
3999,112,2024-02-16,618.73,bank
4000,1916,2025-02-17,940.75,mobile
4001,4117,2025-03-30,129.33,bank
4002,1915,2023-12-13,462.25,bank
4003,3438,2025-01-01,878.9,bank
4004,2684,2024-02-26,685.76,mobile
4005,113,2024-01-03,719.43,cash
4006,3101,2023-08-30,425.46,cash
4007,2921,2023-11-16,85.31,cash
4008,296,2024-08-29,574.55,cash
4009,2013,2024-08-18,73.14,bank
4010,2188,2024-12-09,240.36,mobile
4011,1538,2025-04-24,29.27,bank
4012,1896,2024-12-13,651.39,bank
4013,3697,2024-02-25,417.15,mobile
4014,1246,2024-08-20,508.93,cash
4015,329,2025-04-02,14.59,cash
4016,2291,2024-02-25,278.53,cash
4017,2597,2024-12-07,102.75,bank
4018,4945,2024-06-05,730.93,card
4019,2663,2024-12-25,227.49,card
4020,696,2025-04-06,465.81,cash
4021,4778,2023-10-28,761.21,mobile
4022,1003,2024-05-10,412.36,bank
4023,1809,2023-11-12,280.89,mobile
4024,384,2024-01-13,557.29,mobile
4025,2740,2023-12-03,651.22,bank
4026,723,2024-08-05,200.78,cash
4027,2550,2023-07-08,191.52,cash
4028,1345,2023-12-16,213.94,mobile
4029,3574,2023-09-13,63.83,card
4030,2106,2024-12-04,177.76,bank
4031,3717,2024-08-20,825.28,mobile
4032,4455,2023-10-13,163.75,bank
4033,3740,2025-06-08,770.29,cash
4034,3142,2024-08-14,952.15,cash
4035,347,2024-01-08,762.59,card
4036,1757,2023-08-13,202.87,card
4037,313,2024-06-23,234.58,card
4038,1330,2023-07-31,762.28,bank
4039,4327,2024-03-28,292.57,cash
4040,4517,2024-09-05,303.52,card
4041,4997,2023-07-19,567.9,card
4042,3361,2023-12-28,88.22,cash
4043,435,2024-05-12,920.99,bank
4044,4171,2023-12-25,383.87,mobile
4045,905,2025-03-02,789.29,bank
4046,3686,2024-04-01,173.53,card
4047,1931,2023-10-25,322.88,cash
4048,3371,2023-07-22,898.62,bank
4049,1327,2023-07-20,845.28,card
4050,221,2024-10-07,514.86,cash
4051,1883,2024-11-17,533.93,bank
4052,704,2023-11-25,148.87,mobile
4053,428,2023-10-19,110.62,card
4054,1350,2024-12-13,478.64,mobile
4055,546,2024-02-18,378.66,mobile
4056,3275,2025-02-07,811.88,cash
4057,3296,2024-04-11,997.37,bank
4058,405,2024-06-12,246.3,card
4059,1555,2025-05-09,329.47,mobile
4060,1077,2024-11-24,13.65,cash
4061,3343,2024-12-13,832.28,bank
4062,3530,2023-09-09,381.28,cash
4063,354,2024-12-07,864.01,bank
4064,4834,2024-05-02,423.3,cash
4065,2938,2023-09-12,937.42,bank
4066,1625,2024-01-04,555.31,cash
4067,1968,2024-05-24,923.57,card
4068,4949,2024-08-09,856.07,mobile
4069,1779,2024-03-05,908.95,cash
4070,522,2025-01-20,329.19,mobile
4071,3642,2024-10-16,913.17,bank
4072,3042,2023-12-31,761.05,cash
4073,1489,2025-03-20,486.42,mobile
4074,2807,2024-04-30,833.3,mobile
4075,4708,2024-12-22,685.4,card
4076,4630,2024-05-29,693.86,cash
4077,1141,2024-05-31,312.17,card
4078,2999,2023-06-24,767.98,cash
4079,956,2025-02-10,50.53,mobile
4080,729,2024-07-18,950.15,bank
4081,3766,2023-11-02,32.27,bank
4082,1090,2025-06-11,60.95,mobile
4083,2140,2023-09-24,224.43,mobile
4084,2642,2023-07-11,364.07,cash
4085,2512,2025-04-29,881.41,bank
4086,3156,2024-08-06,304.18,mobile
4087,1545,2025-02-09,947.15,bank
4088,738,2024-05-30,133.16,card
4089,3931,2024-04-17,854.61,cash
4090,464,2023-09-21,62.5,mobile
4091,873,2025-04-24,227.2,mobile
4092,3612,2023-09-21,338.07,mobile
4093,1113,2024-06-14,687.55,cash
4094,3609,2025-02-09,455.28,card
4095,376,2023-12-31,736.31,mobile
4096,1364,2024-07-10,219.76,card
4097,602,2025-05-09,215.98,bank
4098,1049,2023-12-21,772.84,mobile
4099,1129,2024-12-08,149.91,card
4100,1935,2023-11-03,462.23,cash
4101,2681,2025-01-24,433.56,card
4102,2547,2023-10-21,297.17,bank
4103,4696,2024-06-30,252.1,mobile
4104,1769,2024-06-22,609.72,bank
4105,2906,2024-01-20,40.94,card
4106,4480,2025-01-16,401.05,bank
4107,1035,2024-07-27,167.42,mobile
4108,1827,2024-11-30,996.19,bank
4109,2192,2024-12-25,211.96,cash
4110,3074,2024-03-17,855.79,cash
4111,4559,2023-09-08,49.76,cash
4112,702,2023-08-24,397.87,bank
4113,1653,2023-08-11,623.84,bank
4114,667,2023-11-27,280.26,mobile
4115,634,2025-04-15,70.12,card
4116,2067,2023-12-22,50.76,card
4117,296,2025-01-08,867.95,cash
4118,3252,2024-07-28,239.02,card
4119,4068,2025-04-03,929.16,card
4120,4651,2025-01-26,888.04,bank
4121,2473,2024-09-03,655.77,bank
4122,3548,2024-08-24,439.98,bank
4123,382,2024-10-24,839.76,card
4124,1004,2024-05-20,601.85,card
4125,1547,2024-12-25,650.04,cash
4126,4811,2025-02-07,210.38,mobile
4127,3362,2024-08-08,45.64,mobile
4128,4126,2025-05-25,123.21,bank
4129,749,2024-12-28,92.95,bank
4130,4780,2023-11-09,163.57,cash
4131,2830,2024-09-02,383.06,bank
4132,2541,2024-06-17,811.52,mobile
4133,3531,2024-07-09,593.56,cash
4134,2246,2023-07-12,548.29,card
4135,3447,2024-12-08,557.63,card
4136,4716,2025-04-16,914.11,card
4137,1086,2024-03-28,504.93,cash
4138,3588,2025-03-05,649.37,card
4139,1528,2024-05-03,157.2,bank
4140,2488,2024-11-09,696.3,mobile
4141,3253,2024-03-15,783.83,bank
4142,3717,2024-04-30,93.28,card
4143,680,2024-08-17,181.29,cash
4144,1603,2024-08-06,638.44,cash
4145,4573,2023-06-21,481.63,card
4146,2009,2023-09-15,498.74,mobile
4147,3559,2025-04-19,490.09,mobile
4148,1913,2024-07-18,735.21,card
4149,2621,2024-11-08,345.21,cash
4150,761,2023-09-27,229.91,bank
4151,3421,2025-05-20,518.72,bank
4152,2715,2024-02-08,874.51,cash
4153,1067,2025-05-28,82.23,card
4154,346,2025-03-14,311.23,bank
4155,2317,2024-04-19,523.43,mobile
4156,359,2024-09-09,971.41,cash
4157,2657,2025-05-14,197.44,cash
4158,1025,2025-04-09,217.69,bank
4159,669,2023-07-23,173.97,cash
4160,3272,2023-11-16,294.74,card
4161,1721,2025-05-26,858.01,bank
4162,1934,2023-09-29,915.93,card
4163,1587,2023-09-06,43.64,mobile
4164,3465,2023-08-09,907.0,cash
4165,42,2025-04-29,54.74,card
4166,4552,2025-04-01,753.18,mobile
4167,2739,2024-12-09,482.0,mobile
4168,4713,2023-10-14,876.01,cash
4169,858,2024-05-15,738.64,mobile
4170,1189,2025-03-09,418.65,bank
4171,987,2024-05-02,769.23,bank
4172,2956,2025-06-11,235.23,bank
4173,2535,2023-07-04,960.03,cash
4174,3579,2025-06-11,114.61,bank
4175,2725,2025-06-09,255.68,card
4176,3651,2023-07-31,776.53,bank
4177,248,2024-02-20,512.53,mobile
4178,484,2023-12-31,982.67,mobile
4179,3280,2024-10-01,864.9,mobile
4180,2710,2024-04-11,939.42,cash
4181,3476,2023-07-20,956.56,cash
4182,3926,2025-04-16,840.27,mobile
4183,3604,2024-08-10,732.87,card
4184,4496,2024-09-01,817.21,cash
4185,3418,2023-10-23,558.27,card
4186,1708,2024-01-17,486.72,card
4187,4359,2025-03-19,99.28,mobile
4188,2201,2025-01-09,117.79,mobile
4189,2809,2024-10-06,205.22,cash
4190,838,2025-05-03,551.97,card
4191,2283,2023-12-31,460.39,mobile
4192,4907,2024-04-11,920.39,cash
4193,4659,2023-11-02,782.29,card
4194,4332,2025-05-02,449.59,bank
4195,3072,2024-05-09,985.51,mobile
4196,7,2023-10-09,869.65,bank
4197,3751,2024-02-27,881.95,card
4198,582,2024-05-26,222.79,cash
4199,3168,2024-12-13,875.07,bank
4200,3519,2024-06-25,307.02,card
4201,4809,2024-12-11,529.15,mobile
4202,4821,2024-06-11,808.33,bank
4203,863,2024-10-07,699.51,bank
4204,3354,2025-03-26,460.08,mobile
4205,2450,2023-07-10,46.58,mobile
4206,3533,2024-02-11,783.67,mobile
4207,3952,2025-04-12,279.54,bank
4208,1847,2024-10-06,678.98,cash
4209,1139,2023-07-17,659.15,bank
4210,985,2024-04-15,312.64,mobile
4211,783,2024-08-07,686.63,bank
4212,758,2025-03-27,717.07,mobile
4213,1246,2024-12-22,966.81,mobile
4214,4998,2023-07-31,11.57,card
4215,1579,2023-12-09,765.17,bank
4216,3437,2025-06-17,312.42,bank
4217,4534,2023-11-11,762.36,bank
4218,1064,2024-05-30,732.83,bank
4219,2230,2023-07-12,650.67,bank
4220,618,2023-11-21,209.45,card
4221,4373,2023-08-27,121.12,card
4222,2874,2024-08-27,865.85,cash
4223,2295,2023-09-02,494.77,cash
4224,140,2023-06-26,835.48,cash
4225,1005,2023-06-25,278.67,cash
4226,4465,2025-05-01,409.51,mobile
4227,3559,2025-01-17,704.11,bank
4228,1254,2024-11-23,55.77,card
4229,2454,2024-09-08,380.91,cash
4230,568,2025-03-16,527.42,mobile
4231,4785,2023-09-27,462.27,bank
4232,4585,2023-09-27,167.12,mobile
4233,3194,2024-10-11,528.94,mobile
4234,4074,2023-07-26,989.64,mobile
4235,1919,2024-02-22,10.93,mobile
4236,273,2023-08-30,369.98,bank
4237,2426,2024-08-24,343.59,mobile
4238,2607,2024-05-19,850.06,cash
4239,1227,2024-09-30,508.51,mobile
4240,4391,2024-11-12,394.97,card
4241,4145,2025-05-06,218.49,cash
4242,408,2025-01-22,969.99,bank
4243,4631,2024-05-29,880.37,mobile
4244,1735,2023-07-03,192.98,card
4245,749,2023-09-01,90.02,mobile
4246,3656,2024-10-18,601.44,mobile
4247,2820,2024-09-24,880.89,cash
4248,4952,2023-08-16,923.29,cash
4249,925,2024-03-18,894.25,card
4250,3755,2024-08-17,336.66,cash
4251,2651,2023-07-10,773.35,card
4252,3059,2024-12-11,114.78,bank
4253,54,2024-10-01,755.09,cash
4254,959,2024-10-26,634.25,mobile
4255,159,2024-09-14,404.48,bank
4256,767,2023-07-17,474.76,card
4257,2662,2023-12-25,801.89,cash
4258,3976,2024-11-07,47.5,mobile
4259,1098,2023-09-24,986.13,card
4260,4304,2024-11-09,718.55,cash
4261,4614,2023-11-03,780.04,bank
4262,4892,2025-05-02,309.38,card
4263,2270,2023-12-08,105.36,bank
4264,702,2024-11-23,250.7,mobile
4265,2771,2025-03-15,755.48,bank
4266,4419,2024-10-18,727.8,cash
4267,4225,2024-03-03,757.66,mobile
4268,3157,2024-04-08,543.81,cash
4269,3240,2023-09-24,922.0,cash
4270,4111,2023-07-12,789.52,cash
4271,1818,2025-04-16,720.65,bank
4272,1889,2024-07-28,335.67,cash
4273,756,2024-02-14,913.72,card
4274,4026,2025-01-19,50.45,bank
4275,2477,2023-09-22,105.2,bank
4276,570,2024-06-30,884.72,cash
4277,233,2025-03-11,909.63,cash
4278,4204,2024-09-13,774.58,card
4279,2942,2025-01-16,781.83,card
4280,1033,2023-07-10,258.58,card
4281,3706,2024-01-23,33.73,bank
4282,1844,2024-03-08,93.94,bank
4283,1275,2024-12-11,864.58,bank
4284,3347,2025-01-07,230.43,cash
4285,4763,2024-03-23,865.64,card
4286,3652,2024-08-25,939.86,mobile
4287,1521,2025-03-16,618.13,card
4288,924,2023-06-18,917.42,cash
4289,2820,2024-09-14,852.01,cash
4290,1397,2024-05-15,712.88,cash
4291,1168,2025-03-21,904.4,mobile
4292,1899,2024-11-09,178.15,bank
4293,2358,2023-09-10,721.64,bank
4294,1129,2023-08-11,168.51,bank
4295,4288,2024-12-04,258.25,bank
4296,1347,2023-10-08,481.63,bank
4297,2479,2024-07-17,371.65,mobile
4298,140,2024-03-16,44.67,cash
4299,4705,2024-04-29,291.48,card
4300,4155,2024-06-07,466.7,bank
4301,526,2024-06-02,987.35,bank
4302,3685,2024-06-13,605.94,cash
4303,2104,2024-03-11,281.42,mobile
4304,4104,2024-08-02,652.95,mobile
4305,780,2024-04-25,437.11,mobile
4306,434,2024-10-11,418.35,bank
4307,3875,2023-09-30,901.38,bank
4308,659,2024-02-22,181.73,cash
4309,3880,2024-01-20,900.02,mobile
4310,2580,2024-06-20,943.88,card
4311,4431,2024-08-16,938.56,cash
4312,4444,2024-11-03,161.03,bank
4313,4172,2023-12-15,59.01,cash
4314,169,2025-01-27,165.48,cash
4315,2390,2025-06-15,488.67,mobile
4316,1434,2024-12-14,660.0,bank
4317,1187,2023-09-04,972.89,mobile
4318,1853,2023-07-17,499.81,cash
4319,987,2023-10-22,162.29,bank
4320,561,2024-02-29,847.9,mobile
4321,3592,2024-12-27,274.75,mobile
4322,2281,2023-09-30,117.22,bank
4323,1506,2024-07-03,932.4,card
4324,32,2023-11-24,223.3,mobile
4325,85,2023-08-16,288.99,mobile
4326,4326,2023-09-05,447.69,card
4327,3136,2024-03-12,879.61,bank
4328,2111,2025-06-13,853.81,bank
4329,2751,2024-01-10,577.63,bank
4330,4215,2023-07-25,857.39,mobile
4331,221,2024-10-29,659.66,card
4332,1550,2024-04-28,836.74,bank
4333,1617,2024-01-06,111.63,card
4334,4704,2024-08-26,702.44,bank
4335,1367,2023-12-06,760.71,mobile
4336,3070,2025-01-13,34.52,bank
4337,982,2024-12-23,178.36,cash
4338,2889,2025-02-04,390.98,cash
4339,4348,2023-11-29,326.19,cash
4340,105,2024-10-03,587.35,cash
4341,4273,2024-03-13,603.33,mobile
4342,2197,2023-07-09,674.11,card
4343,3753,2024-11-11,697.01,cash
4344,1021,2025-01-29,847.53,bank
4345,414,2024-12-28,114.07,card
4346,4904,2023-09-25,514.99,cash
4347,1863,2024-01-02,795.11,bank
4348,1530,2024-11-15,737.75,mobile
4349,2210,2023-11-28,819.27,mobile
4350,3583,2024-06-10,988.73,card
4351,3961,2024-10-18,70.85,cash
4352,711,2024-05-13,151.81,card
4353,4824,2023-09-23,724.61,bank
4354,1056,2025-04-01,321.9,card
4355,3777,2024-12-12,594.68,cash
4356,2602,2024-05-27,852.36,cash
4357,1632,2024-04-25,505.89,card
4358,1026,2024-05-09,524.45,bank
4359,158,2023-07-24,767.95,cash
4360,4799,2024-04-28,716.93,card
4361,1108,2025-03-12,654.8,bank
4362,449,2024-06-26,990.68,card
4363,1304,2023-07-29,111.09,bank
4364,1424,2024-04-29,87.0,bank
4365,1158,2025-05-30,309.97,bank
4366,1099,2024-10-14,553.9,card
4367,287,2024-02-22,299.99,mobile
4368,2957,2024-11-08,935.42,card
4369,1975,2023-09-01,271.82,mobile
4370,696,2023-11-11,285.78,bank
4371,4537,2024-04-24,23.2,bank
4372,2519,2023-10-07,14.69,bank
4373,1077,2024-04-09,695.29,cash
4374,1393,2024-11-13,156.07,mobile
4375,1911,2024-11-27,281.13,bank
