subscription_id,customer_id,plan_type,start_date,end_date,monthly_cost
2459,195,5G,2024-03-16,2024-10-07,245.98
2460,3619,Postpaid,2023-02-10,2023-11-24,250.39
2461,1328,4G,2023-03-27,2024-01-09,195.5
2462,3801,Postpaid,2024-03-22,2024-09-15,225.33
2463,840,5G,2022-12-30,2023-09-30,113.53
2464,4927,4G,2022-07-28,2023-03-10,180.9
2465,3433,4G,2022-09-02,2022-12-14,138.56
2466,4373,5G,2023-02-18,2023-07-30,171.12
2467,4463,5G,2022-12-23,2023-04-03,248.77
2468,3139,Prepaid,2022-12-29,2023-07-26,82.41
2469,3009,Prepaid,2023-06-14,2023-10-27,207.65
2470,4157,Prepaid,2023-01-23,2023-11-27,288.42
2471,1130,Postpaid,2022-11-26,2023-06-07,179.56
2472,382,Prepaid,2023-05-24,2023-07-03,90.47
2473,4529,Prepaid,2023-10-01,2024-05-05,220.98
2474,2863,5G,2022-09-14,2023-01-22,264.43
2475,4771,5G,2023-02-22,2023-12-03,61.32
2476,1266,4G,2024-03-25,2025-03-03,293.95
2477,2929,Postpaid,2023-02-23,2023-05-07,176.68
2478,2227,4G,2022-09-15,2023-03-28,75.8
2479,3197,4G,2022-07-14,2023-05-10,139.76
2480,3654,5G,2023-03-08,2023-09-28,73.74
2481,4483,5G,2023-12-09,2024-11-05,147.31
2482,3395,Postpaid,2023-07-17,2023-08-27,162.87
2483,1861,4G,2023-01-21,2023-08-15,237.18
2484,2604,5G,2023-12-20,2024-05-25,256.84
2485,389,5G,2023-09-29,2024-05-09,145.42
2486,3139,4G,2023-01-22,2023-06-19,171.7
2487,3648,Postpaid,2023-11-09,2024-01-08,182.17
2488,2025,Postpaid,2023-09-22,2023-11-17,270.96
2489,764,5G,2023-07-21,2024-05-14,248.77
2490,462,5G,2024-05-25,2025-05-03,189.11
2491,3756,4G,2023-07-22,2024-05-21,150.61
2492,2054,Prepaid,2023-06-04,2024-02-04,96.95
2493,46,5G,2022-07-23,2022-10-03,102.75
2494,4148,5G,2022-06-21,2022-08-19,72.26
2495,629,Prepaid,2022-09-15,2022-12-07,83.59
2496,3381,Postpaid,2022-09-17,2023-03-09,67.99
2497,1395,Postpaid,2022-08-18,2023-06-03,234.8
2498,4487,5G,2023-10-01,2023-11-07,148.54
2499,1001,4G,2023-07-22,2024-06-20,110.59
2500,212,4G,2022-06-19,2022-12-02,73.89
2501,2316,5G,2024-01-19,2025-01-12,140.21
2502,1117,4G,2024-04-15,2025-01-30,189.52
2503,837,Prepaid,2022-09-11,2023-01-13,192.04
2504,3354,Postpaid,2022-06-19,2023-06-09,52.68
2505,2614,Prepaid,2022-12-22,2023-12-09,243.64
2506,4608,5G,2022-10-16,2022-11-18,103.93
2507,3617,Prepaid,2023-06-05,2023-09-02,126.87
2508,3670,Prepaid,2024-04-08,2024-09-17,76.55
2509,4795,Postpaid,2023-11-23,2024-03-31,154.84
2510,3003,Prepaid,2024-06-12,2024-11-07,269.55
2511,2523,4G,2023-11-08,2024-08-14,95.15
2512,3782,5G,2023-03-30,2024-01-09,233.67
2513,4490,4G,2022-08-13,2023-02-14,50.98
2514,3545,Prepaid,2024-03-24,2024-12-22,130.64
2515,4797,5G,2023-12-26,2024-11-22,136.44
2516,4650,Postpaid,2024-05-22,2024-11-06,121.56
2517,4796,5G,2022-12-11,2023-09-14,246.9
2518,4539,4G,2024-03-29,2024-08-16,69.13
2519,4446,Postpaid,2022-09-06,2022-10-18,172.03
2520,916,Postpaid,2023-07-03,2024-06-24,206.21
2521,2388,Prepaid,2023-01-13,2023-07-17,184.38
2522,3753,5G,2023-07-25,2024-03-09,155.8
2523,2522,4G,2022-09-16,2023-08-08,235.88
2524,775,Prepaid,2023-01-21,2023-08-04,297.89
2525,1134,5G,2024-01-28,2024-06-23,143.03
2526,3305,Postpaid,2023-07-17,2024-06-14,228.17
2527,3789,Postpaid,2024-05-16,2024-08-19,123.18
2528,3811,5G,2023-08-16,2024-04-04,218.48
2529,802,4G,2022-09-12,2023-01-21,222.39
2530,1309,Postpaid,2023-07-24,2023-12-17,138.83
2531,1553,Postpaid,2023-06-25,2023-10-04,199.26
2532,4555,4G,2024-03-15,2024-08-29,239.94
2533,4760,Postpaid,2023-06-08,2024-02-08,164.87
2534,2682,4G,2023-04-22,2023-06-09,86.79
2535,574,4G,2023-01-31,2024-01-01,78.64
2536,92,Prepaid,2024-05-31,2024-09-23,237.38
2537,1503,5G,2024-06-13,2025-02-01,187.9
2538,2163,Postpaid,2022-08-03,2022-09-20,168.38
2539,2625,4G,2023-05-09,2024-04-08,274.87
2540,3222,4G,2024-01-29,2024-06-15,219.11
2541,2118,Prepaid,2023-03-14,2024-03-07,163.92
2542,3820,5G,2022-10-22,2022-12-22,131.68
2543,1934,Prepaid,2023-06-16,2023-12-04,171.75
2544,4911,Postpaid,2023-11-13,2024-02-19,219.97
2545,3940,4G,2023-03-06,2023-05-18,102.54
2546,2278,5G,2023-05-29,2024-04-03,66.67
2547,2929,4G,2024-05-28,2024-10-11,83.73
2548,4213,5G,2022-09-27,2023-03-30,236.86
2549,69,5G,2024-05-13,2024-11-01,92.75
2550,1142,Postpaid,2023-04-08,2023-06-17,121.47
2551,2703,4G,2022-12-27,2023-06-16,209.56
2552,3317,Postpaid,2024-04-02,2024-10-05,170.68
2553,3086,Prepaid,2024-04-03,2024-09-14,247.57
2554,2133,Postpaid,2022-11-28,2023-01-16,53.34
2555,4771,4G,2023-07-09,2024-06-23,254.9
2556,2554,5G,2024-02-22,2025-02-04,157.32
2557,637,4G,2023-05-26,2024-05-15,298.1
2558,4109,Postpaid,2024-04-04,2025-03-22,251.91
2559,950,4G,2023-05-21,2024-04-01,82.65
2560,2680,Prepaid,2023-11-23,2024-01-24,86.08
2561,3169,Prepaid,2024-01-15,2024-11-16,118.52
2562,528,Postpaid,2023-05-15,2024-04-24,97.37
2563,3223,Prepaid,2024-06-13,2024-09-14,272.21
2564,767,5G,2022-11-03,2023-03-22,282.14
2565,3210,Prepaid,2024-02-18,2024-09-28,289.91
2566,3786,4G,2023-04-10,2023-07-05,297.56
2567,1322,4G,2024-06-04,2025-05-01,120.44
2568,2160,5G,2023-12-15,2024-05-30,113.46
2569,2793,Prepaid,2023-02-03,2023-08-10,232.37
2570,158,Postpaid,2022-10-08,2022-11-22,218.76
2571,4428,5G,2023-10-13,2024-09-01,261.3
2572,1700,5G,2023-11-06,2024-08-31,228.89
2573,172,4G,2023-09-24,2024-05-24,211.97
2574,3576,Prepaid,2023-02-26,2023-08-27,163.49
2575,243,4G,2022-10-23,2023-07-03,171.46
2576,1521,5G,2022-06-23,2023-03-27,162.83
2577,4295,Postpaid,2023-03-27,2023-05-05,129.81
2578,1909,5G,2022-06-25,2022-12-05,236.87
2579,1413,Prepaid,2022-09-11,2023-03-24,231.04
2580,4156,5G,2023-12-08,2024-11-18,187.54
2581,1243,5G,2024-03-13,2024-10-18,243.55
2582,126,4G,2024-05-28,2025-05-19,176.88
2583,4089,4G,2024-02-25,2024-09-20,143.5
2584,4845,5G,2023-10-23,2024-08-30,245.04
2585,3393,Postpaid,2022-07-01,2022-09-16,120.4
2586,3689,Prepaid,2023-07-22,2024-05-25,61.63
2587,4761,4G,2023-02-20,2023-08-03,169.19
2588,2392,Postpaid,2024-01-14,2024-05-10,232.77
2589,789,Prepaid,2024-06-07,2024-09-09,249.24
2590,4668,Postpaid,2022-09-15,2023-05-28,288.08
2591,1814,4G,2022-12-10,2023-04-12,135.77
2592,2126,Postpaid,2022-09-30,2023-08-08,278.61
2593,861,Postpaid,2023-08-18,2024-04-03,214.2
2594,2293,Prepaid,2023-03-05,2023-06-24,206.23
2595,3378,Postpaid,2023-06-30,2023-09-04,138.64
2596,474,5G,2024-05-28,2025-04-23,267.51
2597,1057,4G,2023-01-24,2023-02-28,218.3
2598,1543,Prepaid,2024-03-21,2024-06-29,152.6
2599,2246,5G,2023-07-22,2024-03-10,102.96
2600,245,5G,2023-11-10,2024-03-03,293.68
2601,743,5G,2022-07-14,2023-07-01,282.38
2602,585,Postpaid,2023-09-15,2024-04-24,176.81
2603,1843,4G,2023-09-13,2024-01-28,55.28
2604,1391,Prepaid,2023-12-26,2024-10-24,294.74
2605,2025,Postpaid,2024-06-07,2024-08-14,169.75
2606,634,Prepaid,2023-11-16,2024-05-08,297.64
2607,3394,5G,2022-11-05,2023-05-11,57.54
2608,1127,Prepaid,2023-02-13,2023-12-08,293.59
2609,1669,4G,2022-09-10,2023-04-14,150.04
2610,988,Postpaid,2023-09-30,2024-01-18,170.26
2611,4030,Prepaid,2023-02-16,2024-01-13,216.2
2612,1454,Postpaid,2022-11-02,2023-07-21,129.52
2613,729,5G,2024-04-14,2024-05-29,240.03
2614,1266,5G,2023-02-06,2024-01-03,118.12
2615,1700,5G,2022-12-18,2023-04-23,186.89
2616,1498,Prepaid,2022-12-08,2023-09-02,80.83
2617,4461,Postpaid,2024-04-27,2025-02-19,297.76
2618,3567,Postpaid,2023-04-03,2024-01-23,234.48
2619,3411,Postpaid,2022-07-30,2023-06-10,175.6
2620,461,5G,2024-02-26,2024-10-19,174.58
2621,2543,Postpaid,2023-08-23,2024-03-10,75.39
2622,104,Postpaid,2024-02-20,2024-07-06,208.66
2623,2320,Postpaid,2023-10-19,2024-07-24,95.58
2624,1227,5G,2023-09-22,2024-07-15,161.21
2625,1561,Postpaid,2024-06-03,2025-02-22,168.89
2626,3179,5G,2023-11-09,2024-03-17,126.3
2627,566,Prepaid,2024-01-16,2024-08-05,108.87
2628,2100,4G,2023-05-03,2024-04-25,116.47
2629,2294,4G,2023-05-20,2023-11-24,264.76
2630,238,Postpaid,2024-03-31,2024-10-26,196.9
2631,281,5G,2022-12-08,2023-10-15,294.91
2632,4979,Prepaid,2022-11-15,2023-05-16,287.64
2633,4050,Postpaid,2024-01-06,2024-05-27,127.04
2634,4801,Prepaid,2024-03-29,2024-07-01,294.65
2635,2895,Prepaid,2023-12-13,2024-01-31,85.17
2636,4911,4G,2024-06-15,2025-02-15,68.56
2637,3820,Prepaid,2024-02-02,2024-10-07,54.11
2638,577,4G,2022-10-10,2023-03-12,123.55
2639,1888,4G,2022-08-09,2023-03-31,258.65
2640,1634,5G,2023-02-21,2023-08-25,276.61
2641,4918,Prepaid,2023-01-16,2023-04-29,172.92
2642,605,Postpaid,2024-03-14,2024-05-16,127.07
2643,3231,Postpaid,2024-04-15,2024-11-13,250.07
2644,2655,5G,2024-05-06,2024-12-08,132.81
2645,4791,Prepaid,2024-02-29,2024-08-14,182.65
2646,2118,5G,2024-05-21,2024-07-15,168.33
2647,649,5G,2023-03-14,2023-08-09,234.91
2648,3905,Postpaid,2022-06-25,2023-03-26,195.69
2649,446,4G,2022-09-08,2023-03-03,146.19
2650,214,Postpaid,2024-01-08,2024-10-01,212.73
2651,1309,Postpaid,2023-01-31,2023-10-27,159.19
2652,502,Postpaid,2023-10-09,2024-08-10,180.29
2653,4418,4G,2024-03-14,2024-06-30,170.78
2654,1910,Prepaid,2024-06-02,2024-07-23,79.37
2655,2043,Postpaid,2024-04-24,2025-02-24,155.31
2656,851,5G,2022-07-05,2023-01-12,197.17
2657,1936,4G,2023-05-24,2023-12-28,212.16
2658,4007,4G,2022-07-31,2023-06-19,133.56
2659,1558,5G,2023-12-09,2024-01-24,134.93
2660,4992,4G,2024-04-29,2025-03-01,246.99
2661,3822,Prepaid,2022-10-11,2023-08-27,184.99
2662,1048,4G,2024-02-06,2024-07-28,206.07
2663,2953,Prepaid,2022-12-14,2023-09-11,245.85
2664,2287,Prepaid,2022-12-07,2023-02-17,60.28
2665,4281,5G,2022-11-28,2023-05-14,119.56
2666,3455,Prepaid,2023-09-26,2024-01-06,279.28
2667,195,5G,2022-08-09,2023-03-27,162.07
2668,2685,4G,2024-04-08,2024-06-09,224.2
2669,4561,4G,2023-06-16,2023-09-12,70.35
2670,1262,4G,2023-08-07,2024-01-29,209.06
2671,3376,Prepaid,2023-11-09,2023-12-11,251.21
2672,4848,Prepaid,2023-11-04,2024-06-14,149.81
2673,1684,Postpaid,2022-09-05,2023-07-16,287.98
2674,103,Prepaid,2023-04-16,2023-08-17,173.42
2675,2311,4G,2023-11-30,2024-06-13,265.96
2676,2807,5G,2023-02-08,2023-05-24,287.34
2677,2211,5G,2023-06-08,2024-03-21,199.25
2678,2758,4G,2024-04-11,2024-10-09,140.75
2679,2953,Postpaid,2023-04-16,2023-11-10,219.99
2680,854,4G,2023-11-27,2024-04-24,147.26
2681,3911,5G,2024-06-15,2025-03-18,98.27
2682,3718,Postpaid,2023-04-10,2023-08-16,76.57
2683,1020,Postpaid,2022-09-10,2023-07-27,217.68
2684,1188,5G,2023-12-14,2024-03-22,258.23
2685,529,Prepaid,2023-06-01,2023-10-09,198.67
2686,1888,4G,2024-02-03,2024-04-11,160.07
2687,1450,Postpaid,2023-07-31,2023-11-25,128.1
2688,4680,Prepaid,2023-05-30,2023-10-10,140.65
2689,3459,Prepaid,2023-06-08,2024-05-12,79.78
2690,2540,Prepaid,2024-04-21,2025-02-08,223.9
2691,686,5G,2022-10-08,2022-11-20,169.53
2692,1834,Postpaid,2023-07-16,2023-10-31,132.35
2693,285,Prepaid,2022-08-09,2022-12-07,57.79
2694,3261,5G,2024-05-15,2024-09-28,298.7
2695,4360,Prepaid,2022-12-22,2023-03-06,177.65
2696,1759,Prepaid,2024-05-25,2024-11-03,138.79
2697,3473,Prepaid,2023-11-28,2024-08-27,207.15
2698,139,Prepaid,2022-11-09,2023-06-29,224.49
2699,3569,Postpaid,2023-03-03,2023-08-24,292.36
2700,1302,Postpaid,2022-09-23,2023-04-13,192.45
2701,890,5G,2023-10-22,2024-08-01,278.44
2702,3842,Postpaid,2023-07-04,2024-01-17,264.67
2703,1701,Prepaid,2024-05-02,2025-02-12,78.6
2704,616,4G,2023-08-27,2023-10-08,51.6
2705,2226,Postpaid,2024-05-24,2025-03-06,283.51
2706,712,Postpaid,2024-02-18,2025-01-09,149.97
2707,1606,4G,2023-11-02,2024-07-21,153.75
2708,1475,5G,2023-06-30,2024-01-07,202.82
2709,4729,Prepaid,2023-11-16,2024-06-25,101.48
2710,4211,Postpaid,2023-10-18,2024-06-22,152.7
2711,3414,Prepaid,2024-05-18,2025-04-20,252.66
2712,3770,Prepaid,2022-09-17,2023-01-15,202.5
2713,2910,5G,2022-10-12,2023-08-11,217.11
2714,2749,Prepaid,2023-04-09,2023-11-01,240.38
2715,2988,5G,2024-03-04,2024-05-03,112.32
2716,4866,5G,2022-07-10,2023-07-07,142.45
2717,855,Prepaid,2022-12-17,2023-11-21,65.66
2718,998,Postpaid,2024-04-19,2024-07-25,290.36
2719,1007,4G,2024-03-03,2024-07-22,129.59
2720,3197,5G,2024-03-21,2024-06-01,208.55
2721,4574,5G,2024-04-06,2024-10-06,233.92
2722,3008,Postpaid,2023-04-05,2024-01-14,218.52
2723,4332,Postpaid,2023-01-31,2023-12-16,74.34
2724,3217,5G,2023-10-05,2024-09-26,228.87
2725,4533,Prepaid,2024-02-17,2024-04-16,95.18
2726,2123,Prepaid,2024-03-16,2024-07-06,240.37
2727,2728,Postpaid,2024-04-09,2024-05-26,274.25
2728,944,Prepaid,2024-04-11,2024-05-20,60.46
2729,4330,Prepaid,2023-09-25,2023-11-23,192.42
2730,2263,4G,2023-03-26,2023-10-24,66.51
2731,119,Prepaid,2023-06-22,2023-12-30,173.26
2732,589,Prepaid,2024-05-15,2024-08-01,140.27
2733,1263,4G,2023-06-01,2024-01-21,154.91
2734,3584,4G,2024-04-16,2024-09-20,232.21
2735,4488,4G,2022-10-11,2023-08-08,265.47
2736,1367,5G,2023-03-13,2023-05-23,200.18
2737,4471,Prepaid,2023-09-22,2024-04-26,145.69
2738,3754,Prepaid,2023-01-11,2023-06-23,106.82
2739,2411,Postpaid,2023-01-04,2023-10-05,61.65
2740,3492,5G,2023-01-29,2023-06-20,166.7
2741,2786,Prepaid,2022-08-08,2022-12-30,219.88
2742,3174,5G,2024-06-14,2025-02-02,58.19
2743,1914,4G,2023-12-26,2024-08-06,154.73
2744,3713,5G,2024-04-16,2024-10-07,139.91
2745,945,Prepaid,2022-08-21,2023-02-23,161.41
2746,3316,Prepaid,2023-10-07,2024-05-27,212.6
2747,2451,Postpaid,2024-05-16,2025-02-07,293.74
2748,3047,5G,2022-09-08,2023-02-02,298.48
2749,4148,5G,2022-08-03,2022-10-18,298.6
2750,2215,4G,2022-09-16,2023-02-24,146.86
2751,1752,4G,2024-02-20,2025-01-06,256.68
2752,4071,4G,2024-06-14,2024-10-06,87.9
2753,4542,Postpaid,2023-12-05,2024-04-30,61.77
2754,4776,5G,2023-12-11,2024-03-02,95.77
2755,3209,Postpaid,2023-02-18,2023-06-20,159.11
2756,3961,Prepaid,2023-03-15,2023-12-19,107.91
2757,4236,Postpaid,2024-03-14,2024-10-16,286.88
2758,2953,Prepaid,2023-02-18,2023-07-08,170.72
2759,4851,4G,2024-06-11,2024-11-25,278.05
2760,4967,Prepaid,2024-05-01,2024-11-01,263.77
2761,4013,Prepaid,2024-03-11,2024-09-19,296.54
2762,635,Postpaid,2022-08-21,2023-02-10,166.15
2763,2097,Prepaid,2023-02-24,2023-11-27,259.01
2764,2585,Prepaid,2022-09-24,2023-08-05,54.66
2765,2426,Prepaid,2023-07-18,2024-06-24,99.49
2766,4617,Postpaid,2024-01-18,2024-06-16,63.06
2767,1263,Postpaid,2024-03-19,2025-02-23,267.65
2768,1552,5G,2023-04-24,2023-08-16,124.54
2769,236,4G,2023-05-07,2024-01-01,91.46
2770,2348,Postpaid,2024-01-26,2024-08-09,276.07
2771,1841,Prepaid,2024-01-11,2024-11-27,157.82
2772,2841,Postpaid,2024-02-03,2024-10-04,173.75
2773,4105,4G,2023-01-14,2023-06-28,123.15
2774,367,5G,2024-01-25,2024-06-25,142.14
2775,1416,5G,2023-07-05,2024-04-22,207.36
2776,4851,Prepaid,2024-04-13,2024-12-16,71.89
2777,4094,4G,2024-03-28,2024-05-20,244.14
2778,3545,Prepaid,2023-04-04,2023-11-02,163.1
2779,3673,Postpaid,2023-12-19,2024-07-14,205.04
2780,1241,4G,2023-02-01,2023-12-16,103.32
2781,1896,4G,2024-03-09,2024-06-01,192.04
2782,4833,Postpaid,2022-07-20,2023-06-18,260.22
2783,705,Prepaid,2023-02-06,2023-11-16,205.46
2784,2718,4G,2023-12-01,2024-01-23,216.11
2785,4562,4G,2022-10-11,2022-11-16,285.85
2786,461,4G,2024-05-21,2025-04-09,99.3
2787,3561,5G,2023-12-14,2024-10-27,111.93
2788,4682,Prepaid,2023-10-01,2024-02-10,284.84
2789,208,Prepaid,2023-12-28,2024-12-22,209.89
2790,4644,5G,2022-10-06,2023-07-03,53.02
2791,1886,Prepaid,2022-08-03,2023-05-21,136.6
2792,2674,5G,2022-06-24,2022-12-18,158.19
2793,3357,5G,2022-06-18,2022-07-20,183.97
2794,2308,4G,2022-08-06,2023-01-31,199.04
2795,2695,Postpaid,2023-05-09,2023-07-28,299.46
2796,1285,4G,2022-07-03,2023-01-22,232.27
2797,750,Postpaid,2022-10-07,2023-05-13,282.7
2798,682,4G,2022-09-16,2022-12-31,125.53
2799,1534,Postpaid,2023-02-28,2023-05-30,228.78
2800,2803,5G,2023-01-08,2023-10-14,79.82
2801,3928,4G,2023-05-17,2024-02-11,242.12
2802,1446,4G,2023-10-22,2024-07-01,63.44
2803,938,Postpaid,2022-08-15,2023-03-30,170.1
2804,202,Prepaid,2022-07-13,2022-10-31,112.16
2805,891,4G,2023-12-27,2024-12-07,199.92
2806,2926,4G,2022-08-20,2023-04-01,65.77
2807,4677,5G,2023-08-04,2024-04-22,217.82
2808,2381,5G,2023-07-22,2024-04-04,237.4
2809,1217,4G,2022-09-05,2023-08-22,183.16
2810,1609,Prepaid,2023-09-05,2024-01-21,75.5
2811,4250,Prepaid,2024-03-07,2025-02-15,229.64
2812,2367,Postpaid,2023-08-30,2023-10-03,209.71
2813,4427,5G,2022-12-11,2023-10-24,225.64
2814,4335,5G,2024-05-23,2024-10-26,217.69
2815,830,4G,2022-11-12,2023-05-08,292.92
2816,167,Prepaid,2023-07-16,2023-08-28,118.87
2817,4337,Postpaid,2024-01-04,2024-07-19,218.57
2818,2278,Prepaid,2023-10-16,2024-05-31,153.91
2819,2936,5G,2024-06-10,2025-05-30,144.82
2820,1144,4G,2024-04-13,2024-11-30,245.87
2821,2861,4G,2023-09-04,2024-06-26,75.46
2822,196,Postpaid,2024-01-05,2024-02-24,166.9
2823,4008,4G,2022-12-03,2023-02-25,170.63
2824,1064,4G,2023-12-11,2024-10-22,192.87
2825,81,Prepaid,2024-02-29,2025-02-05,123.67
2826,3418,Prepaid,2023-06-15,2024-01-30,121.41
2827,4990,Postpaid,2023-01-27,2023-07-18,156.64
2828,4772,Postpaid,2022-07-17,2022-09-27,144.07
2829,2078,5G,2023-03-25,2023-05-01,90.64
2830,2942,4G,2022-07-20,2022-10-31,158.45
2831,4575,5G,2023-02-15,2023-10-11,246.77
2832,319,5G,2023-02-12,2023-10-13,236.13
2833,3926,Prepaid,2023-11-10,2024-04-28,249.87
2834,2498,5G,2023-02-26,2024-02-03,167.62
2835,1200,Prepaid,2023-05-04,2023-09-20,299.8
2836,1810,5G,2023-02-21,2023-10-24,227.33
2837,4680,Prepaid,2023-01-05,2023-04-27,53.61
2838,4838,4G,2022-12-28,2023-09-14,253.38
2839,4220,5G,2023-12-21,2024-04-28,289.81
2840,2940,5G,2023-08-24,2024-03-01,118.46
2841,1497,Postpaid,2024-03-29,2024-07-23,130.3
2842,2007,Postpaid,2022-06-27,2023-03-22,121.47
2843,679,Prepaid,2022-09-18,2022-11-25,65.67
2844,3214,4G,2023-02-18,2024-01-18,140.62
2845,2203,5G,2024-02-04,2024-10-02,245.39
2846,3936,5G,2023-07-24,2024-01-19,187.4
2847,16,5G,2024-06-02,2024-08-21,222.62
2848,3413,4G,2023-04-22,2023-08-15,211.04
2849,3280,Prepaid,2023-06-25,2024-02-18,199.31
2850,3730,Postpaid,2024-05-11,2025-04-29,89.75
2851,3979,Prepaid,2023-08-17,2023-11-21,275.67
2852,1221,Postpaid,2023-09-27,2024-05-26,166.32
2853,3696,4G,2024-06-05,2024-11-17,298.13
2854,4690,Postpaid,2024-03-26,2024-04-27,153.75
2855,4875,Prepaid,2023-01-21,2023-09-28,115.69
2856,3711,Postpaid,2022-11-19,2023-11-18,50.44
2857,2398,4G,2023-05-11,2023-09-19,170.04
2858,1068,Prepaid,2024-06-08,2024-10-19,163.65
2859,2984,Prepaid,2024-04-08,2024-11-01,244.29
2860,422,4G,2022-10-07,2023-07-25,91.79
2861,2174,Postpaid,2022-11-21,2022-12-29,248.02
2862,1322,Prepaid,2023-01-27,2023-06-17,96.65
2863,4908,5G,2023-03-15,2023-12-10,216.75
2864,3260,Postpaid,2022-10-22,2023-06-09,108.16
2865,2657,4G,2023-12-23,2024-02-28,160.07
2866,221,Prepaid,2023-09-09,2024-04-05,258.97
2867,1099,4G,2024-04-10,2024-08-18,136.42
2868,4342,5G,2023-03-16,2023-10-14,209.53
2869,209,Postpaid,2022-10-11,2023-09-21,136.49
2870,1701,Postpaid,2023-09-04,2023-10-17,265.89
2871,4838,4G,2023-02-25,2023-11-22,157.94
2872,2411,4G,2022-10-18,2023-04-19,245.34
2873,4511,5G,2024-05-15,2025-04-07,289.1
2874,47,4G,2024-03-09,2025-02-08,271.62
2875,368,4G,2024-01-29,2024-03-10,260.83
2876,3166,4G,2023-04-25,2024-02-28,119.39
2877,2811,Prepaid,2022-11-25,2023-01-28,135.63
2878,2639,Postpaid,2023-02-27,2023-09-24,199.94
2879,4475,4G,2024-03-18,2024-08-24,125.66
2880,185,Postpaid,2022-07-13,2023-04-03,100.89
2881,2875,5G,2024-03-22,2024-04-30,201.37
2882,1797,Prepaid,2024-04-09,2024-08-14,95.78
2883,778,Prepaid,2022-09-03,2023-01-04,258.57
2884,1650,Prepaid,2022-06-30,2022-10-02,77.26
2885,3713,Prepaid,2023-02-15,2024-01-08,205.55
2886,4218,Prepaid,2024-06-14,2024-12-23,200.9
2887,2462,4G,2024-03-22,2024-11-20,299.67
2888,1161,5G,2024-02-29,2025-01-16,95.5
2889,3742,Prepaid,2023-07-01,2023-09-19,282.16
2890,4893,Postpaid,2023-11-05,2024-05-27,95.54
2891,137,5G,2023-07-27,2023-10-26,208.32
2892,2839,5G,2024-05-09,2025-03-24,90.34
2893,4492,4G,2023-05-14,2024-02-13,262.56
2894,4835,Postpaid,2023-09-30,2024-02-26,215.16
2895,220,Prepaid,2023-02-22,2023-10-13,120.35
2896,4682,5G,2024-02-20,2024-10-21,174.94
2897,1336,4G,2023-05-22,2023-07-07,166.1
2898,1509,Prepaid,2023-02-14,2023-12-15,122.86
2899,3581,Postpaid,2023-12-25,2024-08-11,275.65
2900,1564,4G,2023-11-18,2024-08-16,276.6
2901,2452,Postpaid,2024-02-15,2024-11-22,157.34
2902,1116,Postpaid,2024-04-02,2024-08-20,231.61
2903,4422,5G,2022-06-30,2022-12-01,99.17
2904,3068,Postpaid,2022-12-11,2023-08-31,94.96
2905,113,5G,2024-02-21,2024-11-04,172.36
2906,3580,5G,2023-05-12,2024-04-26,190.19
2907,1602,4G,2023-03-24,2023-10-30,62.71
2908,911,4G,2024-01-09,2024-10-23,259.07
2909,4287,5G,2024-04-15,2025-01-01,62.41
2910,4074,Postpaid,2022-08-06,2023-05-07,158.78
2911,2972,Postpaid,2023-12-16,2024-10-27,174.56
2912,4013,4G,2024-04-23,2025-02-08,269.81
2913,4436,5G,2022-07-14,2022-08-31,238.53
2914,4396,4G,2024-05-11,2025-03-12,298.89
2915,2160,4G,2022-11-28,2023-10-16,252.68
2916,2900,5G,2023-07-23,2024-02-23,128.68
2917,3350,5G,2024-01-01,2024-07-26,81.61
2918,2476,Prepaid,2024-04-02,2024-06-19,145.51
2919,2834,5G,2023-01-02,2023-02-26,256.75
2920,4354,Postpaid,2023-09-06,2024-06-26,209.93
2921,1422,Prepaid,2024-05-05,2025-03-05,176.5
2922,2529,4G,2024-04-20,2024-12-15,228.92
2923,1276,5G,2022-12-24,2023-04-02,161.1
2924,897,5G,2023-08-20,2023-11-15,58.69
2925,3422,5G,2022-07-02,2023-04-18,208.44
2926,3683,Postpaid,2022-06-26,2022-10-27,110.13
2927,336,5G,2023-11-27,2024-06-22,95.54
2928,3658,5G,2023-05-04,2024-03-18,130.28
2929,2174,4G,2023-07-08,2024-05-04,170.16
2930,507,4G,2023-07-31,2024-05-27,165.49
2931,3800,4G,2023-09-29,2024-03-29,84.63
2932,240,Prepaid,2023-04-15,2023-06-26,72.3
2933,2465,Prepaid,2022-12-17,2023-11-04,294.52
2934,2955,4G,2023-07-18,2023-10-06,87.46
2935,3858,Prepaid,2024-05-26,2024-10-22,247.85
2936,256,Postpaid,2023-12-06,2024-01-09,169.67
2937,4113,Prepaid,2023-12-25,2024-06-28,126.87
2938,4789,Prepaid,2023-12-01,2024-06-09,117.76
2939,3958,5G,2023-01-22,2023-05-29,283.32
2940,3628,Prepaid,2023-06-14,2023-11-03,74.41
2941,617,4G,2022-10-31,2023-10-02,74.99
2942,4499,4G,2022-06-24,2023-06-08,98.39
2943,1036,5G,2023-08-19,2024-04-02,228.74
2944,4507,Postpaid,2024-06-13,2024-09-01,118.88
2945,377,4G,2022-07-26,2022-08-31,271.62
2946,1925,5G,2023-10-27,2024-08-19,94.21
2947,3124,4G,2023-09-27,2023-12-15,235.03
2948,4901,Postpaid,2023-04-30,2024-04-06,72.29
2949,1494,Postpaid,2023-10-02,2024-01-18,266.23
2950,3625,Prepaid,2023-09-24,2024-09-05,136.66
2951,3948,4G,2024-02-18,2024-04-23,294.01
