complaint_id,customer_id,complaint_type,description,complaint_date,resolved
1471,3529,coverage,Forget fast mission course another unit.,2024-11-26,unresolved
1472,488,network,Five hotel democratic something southern use carry.,2024-11-06,unresolved
1473,4304,internet,Already each future before.,2024-12-25,no
1474,4998,billing,,2025-03-27,no
1475,705,internet,Under raise finish buy television quite.,2024-07-28,resolved
1476,471,service,Party use reveal sit guy house.,2024-11-26,resolved
1477,2427,network,Industry in car next imagine where improve.,2025-04-15,no
1478,4104,service,Clearly girl similar capital shake.,2024-10-27,unresolved
1479,830,billing,Civil woman tonight.,2024-11-20,resolved
1480,1294,billing,Build sit they local reality share rest note.,2024-11-01,yes
1481,871,internet,Technology challenge high away.,2024-06-18,resolved
1482,2693,billing,Live ahead soon successful player.,2025-03-09,yes
1483,1176,coverage,Win because pattern entire popular.,2024-12-28,yes
1484,1317,internet,Party treatment usually others door artist.,2025-04-01,resolved
1485,915,internet,By center firm other old.,2024-12-25,no
1486,4045,coverage,Least church though should I challenge heart.,2024-08-18,unresolved
1487,4368,internet,,2024-06-23,resolved
1488,2437,billing,Position really child push capital thank wear.,2024-10-09,no
1489,2054,billing,,2025-03-05,resolved
1490,3354,billing,Foot move one food nature it play.,2025-02-23,unresolved
1491,1811,service,Enter this serve.,2024-11-27,yes
1492,2322,internet,Animal simple relationship teach past production.,2025-05-16,no
1493,1708,coverage,Shoulder job must purpose environmental professional involve.,2024-10-03,resolved
1494,2471,service,Serious nor himself speak above care or.,2025-01-04,no
1495,492,coverage,Follow alone quite mention when.,2025-01-30,resolved
1496,3472,network,Brother peace establish part everybody easy.,2024-10-02,no
1497,4472,coverage,Tv president prevent sport customer person dream.,2024-10-19,no
1498,3133,service,,2024-06-28,yes
1499,221,billing,Travel brother discover traditional rich.,2025-01-18,yes
1500,3248,billing,On though establish shake letter mention quality.,2024-09-06,resolved
1501,3330,network,Finish agent create defense.,2025-06-13,yes
1502,1053,service,Result station lay hundred run.,2024-07-13,yes
1503,3960,internet,Simple teach answer audience trial.,2024-06-18,unresolved
1504,1494,billing,Suddenly community once analysis development officer per.,2024-11-07,resolved
1505,3715,coverage,Suddenly throughout term remember his.,2025-03-21,unresolved
1506,1026,billing,Forward space eight some maybe.,2024-09-29,resolved
1507,2975,coverage,Single individual wife clear social.,2025-04-08,resolved
1508,3737,service,Eight my into out notice enter phone.,2025-05-08,no
1509,4023,internet,Three find former much.,2025-03-27,no
1510,2535,network,Free fast catch reason ability authority.,2025-03-22,unresolved
1511,1965,network,Whole operation indeed.,2025-06-01,yes
1512,3492,coverage,Effort beautiful analysis share.,2024-12-14,no
1513,2231,service,From every most let.,2025-05-20,resolved
1514,3716,network,Any field anything material material religious site.,2025-05-19,yes
1515,3830,internet,Point pass place fast we.,2025-03-13,unresolved
1516,3227,coverage,Decide age blood.,2025-03-01,yes
1517,3618,service,Strategy official left let interesting when picture.,2025-05-03,no
1518,2932,network,,2024-10-24,no
1519,682,network,Event understand life couple western produce them.,2024-07-18,no
1520,1160,network,Stage behind tend long.,2024-07-24,unresolved
1521,4535,internet,Once sing teacher listen east should.,2025-01-01,resolved
1522,4896,billing,,2024-07-25,no
1523,2803,coverage,,2024-07-06,resolved
1524,654,internet,Nice free if peace station official.,2024-12-08,resolved
1525,302,billing,Talk growth skin beat simply young.,2024-11-20,yes
1526,1379,network,,2025-01-23,unresolved
1527,2088,coverage,Issue bed especially establish.,2024-11-02,resolved
1528,1033,coverage,Culture determine security approach.,2025-01-20,no
1529,4472,service,Really hand difference magazine hope common.,2025-04-03,no
1530,4269,internet,With value someone task value.,2025-01-04,unresolved
1531,4779,coverage,Likely whatever smile themselves themselves.,2024-12-06,unresolved
1532,2708,service,New shoulder arrive production seven leave again piece.,2024-09-14,resolved
1533,3124,service,Sort positive tend maybe policy result.,2025-02-01,resolved
1534,4950,billing,Eat brother exist happen senior sing.,2024-07-30,no
1535,2756,service,Picture audience analysis specific.,2025-02-09,resolved
1536,848,coverage,Goal seem pass recently share.,2024-12-10,yes
1537,4251,internet,Career image into least eight yet.,2024-07-30,unresolved
1538,1358,internet,Across president with make themselves go.,2024-07-25,resolved
1539,2947,internet,Decision reach fund center over campaign girl.,2025-04-11,no
1540,4637,billing,Tree performance travel while.,2025-03-04,resolved
1541,1182,billing,Between everything both between wife space campaign.,2024-08-23,unresolved
1542,4795,network,Reason information fact beat short.,2025-01-09,no
1543,1862,billing,Know few best early bad tax kid.,2024-09-27,yes
1544,2659,service,Including guess bank class develop role green.,2025-03-26,resolved
1545,1418,network,,2024-09-24,yes
1546,2044,billing,Leave beyond born Democrat art.,2025-06-17,unresolved
1547,608,internet,Image human why can.,2025-01-31,no
1548,4275,coverage,Drive own bed.,2024-11-07,no
1549,3471,coverage,Make voice modern million always few order.,2025-04-25,unresolved
1550,4371,network,South spring tax.,2024-09-22,resolved
1551,379,network,Put of surface child her already cost enter.,2025-05-25,unresolved
1552,2150,internet,Want medical Mrs do popular like federal our.,2025-03-02,unresolved
1553,1053,coverage,Apply staff writer computer break at hundred.,2025-02-13,no
1554,3544,coverage,Summer under more understand.,2024-07-15,unresolved
1555,242,billing,Each indicate now wide pass south avoid.,2025-01-21,yes
1556,3190,service,Kind responsibility me suddenly yet call film.,2025-04-10,no
1557,944,coverage,History nearly entire floor.,2025-05-16,yes
1558,2878,billing,Manage least perhaps provide generation size argue.,2024-09-21,unresolved
1559,3854,coverage,Yourself us such go support collection.,2024-06-27,resolved
1560,3271,network,Those fine participant build.,2024-09-17,yes
1561,214,service,Tough voice day usually nice draw pattern.,2024-08-10,resolved
1562,4236,network,Father service purpose.,2025-04-06,yes
1563,1726,service,Weight beyond week role deep home.,2025-03-29,no
1564,2687,coverage,,2024-07-02,yes
1565,3842,internet,Energy item certainly certain do clear.,2025-04-14,yes
1566,3496,billing,Fine determine really matter news market career.,2024-09-11,no
1567,3034,service,Want open culture indeed improve policy stand.,2025-03-05,no
1568,4246,billing,Parent finish course strategy game account parent.,2024-09-03,unresolved
1569,1920,coverage,,2025-03-10,yes
1570,2705,coverage,,2024-10-20,unresolved
1571,4006,internet,Across section pick here sport.,2024-07-19,no
1572,4252,service,,2025-02-19,unresolved
1573,216,internet,Teacher little management.,2024-07-25,unresolved
1574,370,billing,,2024-10-17,resolved
1575,2546,internet,Particularly room war turn.,2025-06-09,yes
1576,4205,coverage,Avoid student compare.,2024-08-04,unresolved
1577,3974,network,Throw story world poor picture result.,2024-09-14,yes
1578,3068,internet,Lose some probably pretty account performance.,2024-07-31,unresolved
1579,4876,internet,Deep season truth explain.,2024-07-14,resolved
1580,2306,network,Support effort career.,2025-01-11,no
1581,1702,coverage,,2025-01-27,no
1582,1141,internet,Citizen set save beautiful.,2025-03-23,resolved
1583,3477,service,Him month compare less agree appear or.,2025-03-20,no
1584,4869,coverage,Example me power face develop special opportunity.,2024-11-19,no
1585,4604,service,Sound trouble others food.,2024-07-08,unresolved
1586,4927,service,Interest perform international room blood never hundred item.,2024-08-31,resolved
1587,4191,network,Government fast product allow phone issue.,2025-05-17,no
1588,2683,internet,Next tonight single well three front.,2024-10-21,unresolved
1589,3225,service,Movie short alone ever friend account.,2024-08-31,resolved
1590,4198,coverage,General direction wear material.,2024-11-11,unresolved
1591,288,billing,Experience enter accept tend mother majority push.,2025-02-04,no
1592,436,service,Able image event base media any health.,2024-10-09,resolved
1593,2171,coverage,Wait head news approach assume the old.,2025-04-04,resolved
1594,2584,coverage,Within seven forget rule.,2025-03-18,no
1595,2920,network,,2024-11-21,unresolved
1596,2956,billing,Owner deal these.,2024-09-21,resolved
1597,4823,billing,Foreign brother summer true miss man.,2024-08-09,yes
1598,906,network,Meet young region prepare Congress.,2025-05-24,resolved
1599,2751,internet,Home new travel development physical.,2025-02-13,no
1600,4769,billing,Both challenge above.,2025-02-06,unresolved
1601,4007,coverage,South national vote successful institution.,2025-03-09,resolved
1602,2552,network,Say contain since spring catch value into.,2024-10-10,unresolved
1603,4600,billing,Approach always along and fish business type.,2024-07-20,resolved
1604,2471,billing,I population simple view prepare sea.,2025-02-17,unresolved
1605,1098,coverage,Responsibility inside probably someone resource.,2024-09-30,no
1606,3243,coverage,Analysis edge particular student bad option.,2024-12-28,unresolved
1607,1644,coverage,Difficult water their mind doctor citizen stage.,2025-02-02,resolved
1608,4190,service,Generation partner whether manage vote laugh picture.,2025-01-03,unresolved
1609,4185,billing,Seat society crime step ok debate upon.,2024-08-11,no
1610,953,network,Himself learn perform or office easy.,2025-05-30,resolved
1611,936,coverage,New tree line.,2024-09-05,no
1612,4007,network,Help away move parent project our.,2024-09-07,yes
1613,1294,service,,2025-01-10,yes
1614,1572,internet,Theory floor give address six agent simply.,2024-09-16,no
1615,3337,network,Compare instead line other thousand not simple.,2024-07-21,no
1616,761,internet,Bit ground prevent.,2025-05-20,no
1617,4986,coverage,Run Democrat man per.,2024-08-30,resolved
1618,3877,internet,,2025-05-31,no
1619,3107,internet,During win history wide.,2025-03-08,resolved
1620,898,internet,A close eight market.,2024-09-06,no
1621,4489,internet,Authority girl organization pull project for.,2025-02-19,no
1622,4375,internet,,2024-09-07,no
1623,4233,service,Wear summer really reduce some car production.,2025-01-28,unresolved
1624,1786,billing,Sit state child administration.,2024-09-11,resolved
1625,265,coverage,Around shoulder eat arrive box.,2025-05-19,unresolved
1626,3932,billing,,2024-09-23,yes
1627,1749,internet,,2024-08-05,no
1628,1430,coverage,Check sit catch back both there stuff office.,2024-11-17,unresolved
1629,549,internet,Sort may lead.,2025-02-09,resolved
1630,3964,coverage,Many vote serious.,2024-09-16,unresolved
1631,3859,internet,Do among baby explain pass.,2024-10-11,no
1632,525,internet,With light example past goal produce protect.,2024-10-18,yes
1633,1942,coverage,Everything act become.,2025-06-01,no
1634,1026,billing,,2025-02-20,yes
1635,2544,billing,Sure popular available ago head.,2025-01-03,unresolved
1636,897,coverage,Operation account where order popular.,2025-01-25,unresolved
1637,4141,service,Have decade forget more.,2024-08-16,no
1638,318,service,Wind station activity both especially kitchen.,2024-07-20,unresolved
1639,1060,service,Movie truth mean science form boy husband.,2024-07-03,no
1640,3839,service,Hot evening project after media until grow break.,2024-08-18,no
1641,1727,internet,,2024-12-22,no
1642,1694,internet,Beyond no experience.,2024-09-14,unresolved
1643,1105,coverage,Service above only training parent.,2024-08-11,resolved
1644,2672,coverage,Doctor similar picture several.,2025-02-16,resolved
1645,3802,coverage,Easy fill west system.,2024-06-30,yes
1646,767,service,Machine share voice unit live yeah lawyer sing.,2024-07-21,unresolved
1647,4231,network,Deal see better body.,2025-05-31,no
1648,3201,service,Process guy million cup hotel sell.,2024-06-22,no
1649,2650,billing,Reflect issue bank.,2024-11-08,unresolved
1650,1424,internet,A public style fear have nature way.,2024-11-23,unresolved
1651,1433,coverage,Enough rest success not whom piece discuss.,2024-08-11,no
1652,3520,coverage,Interesting yes same assume wish present owner.,2025-06-15,resolved
1653,3552,network,Director ago medical friend board.,2025-03-01,yes
1654,2798,internet,Indeed bill agree yard can.,2025-03-11,yes
1655,2021,network,Society customer instead eye reason store.,2025-05-05,resolved
1656,2279,internet,Act series history your ask interview sport.,2025-02-25,yes
1657,2741,network,Character senior language eight former prove raise.,2025-05-03,resolved
1658,1073,internet,Claim case tough front machine even place.,2024-12-21,unresolved
1659,2342,internet,Color Mr identify force ball.,2025-03-28,unresolved
1660,885,internet,Success husband wonder radio old herself fund.,2024-12-31,yes
1661,4891,service,Pull civil sure notice around finally.,2025-03-28,no
1662,2073,coverage,Local page learn large staff.,2025-03-06,yes
1663,938,internet,Baby happen heavy me today.,2025-03-04,no
1664,419,billing,Education available environment information industry.,2024-10-02,no
1665,3704,network,Discuss entire can human.,2024-08-13,unresolved
1666,1654,billing,Beautiful candidate hospital.,2024-11-08,resolved
1667,1117,internet,Against computer sport group open close.,2024-06-26,resolved
1668,24,service,Stuff business name.,2025-06-11,unresolved
1669,2373,internet,Note again agreement.,2025-02-18,resolved
1670,2607,service,,2025-03-04,unresolved
1671,437,service,Human visit edge couple general shoulder land.,2024-10-16,unresolved
1672,1343,billing,Create above myself same.,2025-01-20,yes
1673,1010,service,Sell your they past.,2024-11-17,yes
1674,2964,billing,,2025-04-12,yes
1675,1495,internet,Serious where policy collection task mention.,2024-10-01,yes
1676,559,billing,Day others third once article factor.,2025-06-07,resolved
1677,3230,billing,Soldier contain number knowledge political source wait.,2025-06-05,unresolved
1678,1072,service,Garden skill cause yet.,2024-09-20,unresolved
1679,4485,coverage,Generation early have my few old.,2025-01-13,resolved
1680,1581,billing,National blood image he guy move.,2025-02-12,unresolved
1681,4173,coverage,Risk where television company industry.,2024-11-30,unresolved
1682,1511,coverage,Toward what piece question pattern treat sport need.,2025-04-05,resolved
1683,1266,internet,Realize change various wide program style short.,2025-03-06,no
1684,1792,billing,Play concern opportunity seat party should.,2024-08-02,unresolved
1685,3492,billing,Travel yes any court much fill option.,2024-08-07,unresolved
1686,16,billing,,2024-11-14,resolved
1687,344,service,Ahead effect minute bed.,2024-08-07,unresolved
1688,666,network,Far myself thing rock call arm today account.,2025-01-26,yes
1689,1910,service,Employee third TV ground eye.,2024-06-26,resolved
1690,894,network,,2024-12-19,no
1691,3683,billing,Concern cause scientist item economy.,2024-09-28,resolved
1692,2685,billing,Learn large first letter well group.,2025-03-11,unresolved
1693,504,billing,,2025-03-25,no
1694,3139,billing,Former officer boy provide easy less condition.,2024-10-18,yes
1695,947,internet,Bed cost area beyond start.,2024-10-09,yes
1696,1556,coverage,Quickly stage grow indicate call town.,2025-03-04,resolved
1697,2649,service,Simple too generation method step audience.,2024-07-30,unresolved
1698,2488,service,Plant market fact up cause.,2025-04-19,no
1699,4788,service,Her my health good part sign.,2025-03-09,resolved
1700,1149,network,,2024-10-05,yes
1701,3937,internet,Language practice positive democratic music particularly ask.,2024-10-26,resolved
1702,65,network,Simple left catch play high nor put.,2025-01-17,yes
1703,2835,coverage,Whom watch admit trouble last force.,2024-10-08,yes
1704,3293,internet,Particularly per book than us ahead.,2025-06-15,unresolved
1705,4316,billing,Various dinner inside third.,2025-04-11,no
1706,3488,coverage,Social discussion allow music protect find step.,2025-02-19,no
1707,4399,coverage,His still if himself draw every pretty.,2024-11-20,yes
1708,1839,internet,Have source my seat.,2024-11-08,no
1709,2423,billing,Machine game bad opportunity leave two step.,2025-03-05,resolved
1710,3489,service,,2024-06-24,no
1711,3594,billing,Strong Congress model pick usually.,2024-07-25,yes
1712,2428,network,Role toward must even somebody.,2024-09-10,yes
1713,3113,network,Science contain best nature.,2024-09-10,resolved
1714,452,coverage,Common best positive herself political.,2024-12-02,yes
1715,3383,network,Alone material view test near he customer.,2024-06-21,yes
1716,2123,billing,,2024-11-10,no
1717,2810,internet,Within mouth maintain for or understand hand.,2025-02-22,yes
1718,3454,billing,,2025-01-22,unresolved
1719,3089,network,Pretty natural executive economic.,2024-07-28,unresolved
1720,4390,billing,Charge against trial.,2024-11-23,no
1721,2419,network,Build home foreign operation which.,2025-04-05,yes
1722,2287,service,Run take church garden town mother begin movement.,2024-12-08,unresolved
1723,293,service,Parent everything camera ability art follow morning growth.,2024-09-27,yes
1724,1784,service,Call understand food minute author quickly her growth.,2024-10-04,yes
1725,1555,service,Cause require activity fine.,2024-09-21,yes
1726,2070,network,Seek white network participant especially government business.,2025-03-23,no
1727,2299,internet,,2024-07-26,resolved
1728,5000,internet,Road understand hospital stop similar.,2024-11-26,unresolved
1729,1850,internet,Nor may on option.,2024-09-05,yes
1730,3014,internet,Decide still man.,2024-07-21,resolved
1731,728,service,,2025-01-20,yes
1732,3234,billing,According ok station among politics under decide.,2025-06-07,yes
1733,2210,billing,Fill public young face matter.,2024-09-10,no
1734,2079,billing,Order event listen.,2025-05-11,resolved
1735,1717,billing,Win use language person and front experience medical.,2025-01-07,unresolved
1736,1605,network,Sound use population yeah into.,2024-11-28,resolved
1737,4738,coverage,Outside health spend road hit whether.,2025-04-23,no
1738,1380,network,Head hair according true according.,2025-02-04,resolved
1739,2868,network,Strategy cause attorney single charge blood pattern.,2024-09-26,no
1740,4593,coverage,Door data street mouth dream opportunity like.,2025-02-21,unresolved
1741,4942,service,Behavior establish try clearly recent attention.,2025-05-03,yes
1742,3997,service,,2024-07-06,yes
1743,3402,billing,Expect follow why turn stage hear part central.,2024-08-31,yes
1744,4461,coverage,Near clear property.,2025-05-12,yes
1745,4517,network,None ask size entire street movement.,2024-11-01,unresolved
1746,2589,internet,Southern material travel daughter training long officer.,2025-02-28,no
1747,2712,service,Couple floor smile position event idea.,2024-06-17,no
1748,2270,network,Community too over.,2024-07-24,yes
1749,1955,service,Against vote set ahead.,2025-02-28,no
1750,2496,network,Them can public hot financial their look.,2024-11-19,resolved
1751,4432,billing,Performance the political size with over.,2025-03-16,resolved
1752,1974,network,Far avoid task stand girl.,2024-07-30,no
1753,1693,network,,2024-08-24,yes
1754,157,service,South subject step increase boy memory.,2025-02-03,no
1755,4063,billing,Will social lead begin through game pattern.,2024-09-11,resolved
1756,554,network,Among pick plant pass building want seem.,2024-07-17,unresolved
1757,3249,network,Attack across blood eat you necessary.,2025-04-15,unresolved
1758,2044,service,,2025-06-01,unresolved
1759,1004,internet,Shake ok look behavior.,2025-04-18,unresolved
1760,2341,coverage,War others throughout scientist.,2025-03-13,no
1761,450,internet,Room argue state small score report young.,2025-01-29,unresolved
1762,1233,billing,,2025-05-09,resolved
1763,1477,service,Military focus might write.,2025-06-10,unresolved
1764,4174,coverage,Authority situation power available nation participant.,2024-10-01,yes
1765,1838,internet,Affect chair debate friend no check glass think.,2025-03-25,yes
1766,4754,internet,Religious start measure apply small water.,2025-02-26,yes
1767,3361,internet,Probably fast well special player tree.,2025-03-08,yes
1768,2710,coverage,Fund style they economy discussion.,2024-12-01,no
1769,593,coverage,My concern make consider major student network.,2024-09-07,unresolved
1770,735,coverage,Today agreement inside themselves story parent who.,2024-06-19,yes
1771,1419,internet,Company subject pattern rather same.,2025-03-06,no
1772,3670,network,Three away network.,2024-08-14,yes
1773,4908,network,Get it up indeed court Republican imagine.,2024-06-29,unresolved
1774,4418,network,Design customer her.,2025-04-26,yes
1775,1167,network,Section still look stuff right here form quickly.,2024-06-25,no
1776,2203,coverage,Interview feel strategy prevent.,2025-03-02,no
1777,369,coverage,,2025-01-08,unresolved
1778,1243,service,Million offer summer car.,2025-03-18,unresolved
1779,2778,coverage,Thank medical quality.,2025-05-18,unresolved
1780,1086,billing,Across at guy grow.,2025-04-24,unresolved
1781,3283,internet,They score stock common everybody relate.,2025-01-23,unresolved
1782,1325,internet,Grow dream difficult become senior feeling.,2024-10-28,unresolved
1783,2251,network,If statement goal society.,2024-08-19,yes
1784,441,service,Fly certainly bit better camera.,2024-09-30,unresolved
1785,2166,coverage,On final their skin.,2024-09-06,resolved
1786,4158,coverage,Very leader his memory fund street.,2025-04-15,unresolved
1787,625,service,Usually region set stay music state say herself.,2024-09-07,unresolved
1788,812,billing,,2025-06-09,unresolved
1789,2464,network,Industry see carry small item attorney.,2025-01-27,yes
1790,2314,network,Court style worker bank level front.,2024-10-09,no
1791,4584,billing,Treat color home.,2024-12-17,no
1792,1172,billing,Relate than tree can general.,2025-02-16,unresolved
1793,553,coverage,Away teach cause beyond.,2025-05-12,yes
1794,737,coverage,Reach major discussion least anything help better.,2024-12-02,no
1795,2550,internet,Catch human as bad.,2025-04-27,no
1796,1440,network,Too kind growth person coach.,2025-02-02,unresolved
1797,1613,internet,Present property analysis decision between toward.,2025-04-17,no
1798,1264,coverage,Human effect take live news measure.,2025-06-05,yes
1799,2977,network,Next indicate bit organization.,2024-10-19,yes
1800,420,billing,Which appear news Mr direction.,2024-11-25,resolved
1801,1708,coverage,Yard thank role land interesting.,2025-05-30,no
1802,1403,network,Together house attention seat article.,2025-03-12,yes
1803,3735,coverage,Provide gun brother again participant other almost.,2024-09-20,yes
1804,23,coverage,,2024-09-04,unresolved
1805,4982,billing,Especially card note.,2024-09-16,yes
1806,721,coverage,Cultural scientist road.,2025-06-15,no
1807,3932,coverage,Will possible station month.,2025-01-21,resolved
1808,395,billing,President usually music room crime activity religious.,2025-05-30,no
1809,2220,billing,,2024-12-25,resolved
1810,3102,internet,Very medical catch evening knowledge dark responsibility.,2025-05-28,resolved
1811,3794,billing,Hand tell upon hand.,2024-08-19,yes
1812,1791,network,Rest our so race phone.,2025-02-02,yes
1813,4023,network,Toward former say different address.,2024-10-12,yes
1814,1358,internet,Sound seat particularly end.,2024-12-08,yes
1815,788,service,It figure son practice thousand during fire.,2024-11-12,no
1816,3750,coverage,Off style economic cultural north.,2024-10-20,unresolved
1817,549,service,Control apply easy.,2024-08-14,unresolved
1818,3704,network,World newspaper total join race.,2024-11-08,yes
1819,2690,coverage,Possible table argue old similar physical.,2024-11-18,yes
1820,150,network,Road rich share upon.,2024-08-02,resolved
1821,2443,coverage,Statement well instead participant unit both single.,2024-10-25,resolved
1822,3716,service,Difficult machine report they.,2024-10-10,unresolved
1823,1940,internet,Indeed wish from theory.,2024-11-17,no
1824,3283,coverage,Deal argue simple leader television enough process.,2024-12-01,yes
1825,2483,service,Significant first peace song room hour shake.,2024-11-19,no
1826,4959,billing,Though control ten.,2025-03-29,no
1827,2480,service,Generation up race nor important military.,2025-05-03,no
1828,3688,internet,Figure three matter list peace dream say.,2024-06-21,no
1829,2590,billing,Where financial language tough.,2024-12-29,no
1830,313,internet,Measure realize sense expect investment.,2024-08-08,unresolved
1831,2522,internet,Manage opportunity call senior training me mission act.,2025-03-07,yes
1832,3715,service,Difficult leave against water poor necessary.,2024-12-13,no
1833,2578,service,Majority we for blood easy use indicate.,2024-10-23,yes
1834,1722,network,,2024-09-10,no
1835,3938,service,Sort road ever bar worker.,2025-04-21,no
1836,4798,internet,Be attack reach north study.,2025-03-11,unresolved
1837,1470,internet,Protect decide actually not fast.,2025-05-28,yes
1838,2987,internet,Federal marriage throughout argue.,2024-12-25,yes
1839,3612,service,State its think over job popular begin.,2025-02-27,unresolved
1840,1747,coverage,,2025-01-19,unresolved
1841,2441,network,Matter resource force writer go.,2025-02-13,unresolved
1842,2513,billing,,2024-08-26,unresolved
1843,1024,internet,Truth activity collection democratic.,2024-07-19,no
1844,2337,network,Art total itself up sport plant.,2024-07-09,yes
1845,4751,network,System painting see modern government collection policy.,2024-07-01,unresolved
1846,3762,billing,Food election side church study suffer yeah.,2025-02-25,unresolved
1847,2463,billing,Matter medical our reveal item.,2024-09-21,unresolved
1848,2334,coverage,Memory determine assume rich meet list standard.,2024-08-19,no
1849,1155,coverage,Operation data present tough.,2024-06-19,yes
1850,2826,network,May require sell civil land.,2024-08-12,resolved
1851,3830,billing,Point wait feel people theory myself.,2024-12-01,yes
1852,4772,internet,Word must administration.,2025-03-04,no
1853,406,internet,,2024-09-14,resolved
1854,2596,billing,Resource military eight month fly.,2025-02-08,unresolved
1855,1590,service,Group put always allow challenge drug.,2024-12-13,no
1856,315,internet,Opportunity smile actually.,2025-03-30,unresolved
1857,4813,internet,Along hear religious worry discussion discussion.,2024-07-07,yes
1858,3872,service,,2025-03-01,unresolved
1859,3740,network,Box middle feel become woman language news citizen.,2025-03-02,unresolved
1860,556,internet,Nor think less scene red.,2025-03-05,resolved
1861,3383,network,,2024-07-22,unresolved
1862,503,billing,Next Mr decade first security life political.,2025-03-28,no
1863,2517,billing,Local least despite arrive condition.,2024-09-18,resolved
1864,853,billing,,2024-10-20,unresolved
1865,2959,internet,Why manager always there.,2025-01-10,yes
1866,2492,service,,2024-10-09,unresolved
1867,380,service,,2025-03-21,resolved
1868,3114,network,,2024-06-27,unresolved
1869,987,billing,One over challenge spend blue speech would.,2025-01-26,yes
1870,3158,service,Establish wide issue behind decade wide style.,2024-11-28,yes
1871,2425,network,Medical heavy sister man his main.,2024-12-21,unresolved
1872,3816,service,Quite provide reflect produce.,2025-01-29,resolved
1873,1497,internet,All either way reveal through player.,2025-01-19,no
1874,2534,network,Husband onto worker whose avoid his.,2025-05-06,no
1875,1586,service,Provide safe cut wear attorney evidence.,2025-01-07,no
1876,4072,network,Former memory sell where cut seem.,2025-02-09,yes
1877,587,network,Election four pattern accept work.,2024-12-19,resolved
1878,554,service,All early chance remain sure believe name.,2024-07-31,yes
1879,1614,billing,,2024-12-26,yes
1880,1389,coverage,Total easy three improve story.,2024-08-21,no
1881,1898,coverage,Cost each top situation.,2025-02-21,resolved
1882,3553,coverage,,2025-03-10,no
1883,2278,service,,2024-12-16,no
1884,4905,internet,Buy customer hard.,2025-03-30,unresolved
1885,2956,internet,Street painting identify range.,2025-02-27,no
1886,3279,network,Democratic civil total weight own source.,2025-05-25,no
1887,31,service,Determine budget table themselves plan military.,2025-04-06,no
1888,3421,billing,,2024-11-25,resolved
1889,146,coverage,Cover partner have green type.,2024-12-29,unresolved
1890,1406,coverage,Eight growth far ok stuff.,2025-04-29,unresolved
1891,750,network,Available increase effect world art scene talk green.,2025-02-03,no
1892,1203,billing,Would nor wear sea war eight family nothing.,2024-07-12,unresolved
1893,4534,network,Series spring southern teacher current great no security.,2025-02-07,no
1894,737,coverage,Piece matter present.,2024-06-19,no
1895,4497,network,Often month thousand science.,2024-06-28,no
1896,2122,service,National reveal pretty production.,2025-04-24,yes
1897,1737,network,Staff argue large natural baby spring.,2025-04-22,resolved
1898,4568,network,I nature scene resource right however.,2025-03-18,no
1899,4704,internet,Significant amount management mind.,2024-10-02,resolved
1900,3916,billing,Continue forget learn once look good college offer.,2024-07-16,yes
1901,1684,internet,Hard player actually west.,2024-06-29,no
1902,928,billing,Difference sit enjoy despite less learn large.,2024-11-05,resolved
1903,4256,coverage,Item red way total.,2025-03-08,resolved
1904,1678,coverage,However create describe development power hand speech.,2025-04-28,unresolved
1905,3422,internet,Though about improve break from.,2025-02-12,no
1906,394,network,Debate relate president receive scene.,2024-11-18,unresolved
1907,2370,network,Others action small break instead beautiful reflect.,2025-03-06,unresolved
1908,4090,billing,Relate they white glass Congress south.,2024-08-03,yes
1909,411,billing,Rest scene family wonder.,2025-06-17,unresolved
1910,2408,coverage,Lot dog behind this exactly open stay.,2024-10-24,resolved
1911,3781,network,,2024-07-15,yes
1912,3854,internet,Send most early require value work fly control.,2024-10-01,yes
1913,3758,coverage,Peace protect wonder fast example need.,2024-09-24,unresolved
1914,4243,billing,,2024-10-14,no
1915,3247,service,Us house cost term technology.,2024-09-23,resolved
1916,1335,billing,,2024-11-26,yes
1917,1173,network,Coach game reflect of.,2025-03-29,yes
1918,79,service,National out myself coach share at available.,2024-09-13,unresolved
1919,993,service,The law knowledge past.,2025-05-04,yes
1920,3028,service,Vote recognize change clearly dog even.,2024-10-15,resolved
1921,1152,coverage,Exactly rock time interesting usually president.,2025-02-19,unresolved
1922,1609,internet,Probably perhaps control small.,2025-01-19,yes
1923,291,network,Meet story fight into wear power bill.,2024-09-30,yes
1924,2602,network,Treatment how foreign make source.,2025-01-24,unresolved
1925,1686,coverage,Campaign much interview former improve.,2024-08-15,unresolved
1926,1878,service,Throw your past shake.,2025-01-25,no
1927,4914,network,Relationship your city its.,2025-03-09,resolved
1928,2376,coverage,Than watch support position decision worry weight.,2024-09-23,yes
1929,2700,coverage,Research military course win administration popular do.,2024-12-08,resolved
1930,1879,service,Seat space cause stage face newspaper.,2025-01-12,no
1931,295,billing,Commercial early choose population husband little day color.,2024-10-29,unresolved
1932,656,internet,Hand knowledge letter able.,2024-06-28,unresolved
1933,3924,network,Give away scientist into there coach.,2024-11-12,yes
1934,313,coverage,Book yes enter human cover.,2025-03-27,no
1935,3661,service,Lay purpose institution factor.,2025-03-12,resolved
1936,3989,coverage,Material travel red strategy whether address ever inside.,2025-03-03,yes
1937,4157,billing,Knowledge yard most language.,2024-08-15,resolved
1938,2536,service,Card class find marriage piece information give.,2025-04-23,resolved
1939,64,internet,Local bring newspaper size eight.,2025-05-23,yes
